epoch,loss,accuracy,meanmetric,recall,specificity
75,0.11806803941726685,0.9582915902137756,0.9559879098087549,0.9489007592201233,0.9630750603973866
76,0.13400129973888397,0.9540806412696838,0.9514981247484684,0.9435531497001648,0.959443099796772
77,0.12716235220432281,0.9570884704589844,0.9549341816455126,0.9483066201210022,0.961561743170023
78,0.12184514850378036,0.9556847810745239,0.9537290912121534,0.9477124214172363,0.9597457610070705
79,0.12470729649066925,0.9588931202888489,0.9570249449461699,0.951277494430542,0.9627723954617977
80,0.10966327041387558,0.9612994194030762,0.9589866641908884,0.9518716335296631,0.9661016948521137
81,0.11671169102191925,0.9598957300186157,0.9579273425042629,0.9518716335296631,0.9639830514788628
82,0.11787253618240356,0.9606978297233582,0.9582411628216505,0.9506832957267761,0.9657990299165249
83,0.13779334723949432,0.9488670825958252,0.9477092679589987,0.9441473484039307,0.9512711875140667
84,0.11996469646692276,0.9570884704589844,0.9546426460146904,0.9471182227134705,0.9621670693159103
85,0.11156561225652695,0.9608983397483826,0.9586840011179447,0.9518716335296631,0.9654963687062263
86,0.10214553028345108,0.9663124680519104,0.9643732821568847,0.9584075808525085,0.9703389834612608
87,0.12116758525371552,0.9570884704589844,0.9537681005895138,0.9435531497001648,0.9639830514788628
88,0.10530278831720352,0.9627030491828918,0.9599002487957478,0.951277494430542,0.9685230031609535
89,0.09820611774921417,0.9669139981269836,0.9646815396845341,0.9578134417533875,0.9715496376156807
90,0.111729197204113,0.9612994194030762,0.9589866641908884,0.9518716335296631,0.9661016948521137
91,0.12581172585487366,0.9560858607292175,0.9528657030314207,0.9429590106010437,0.9627723954617977
92,0.10534755140542984,0.9639061689376831,0.9616827853024006,0.9548425674438477,0.9685230031609535
93,0.103851817548275,0.9667134881019592,0.9655504915863276,0.9619726538658142,0.9691283293068409
94,0.10124249756336212,0.9657108783721924,0.9643565602600574,0.9601901173591614,0.9685230031609535
95,0.10106603056192398,0.9637056589126587,0.961822958663106,0.9560309052467346,0.9676150120794773
96,0.11654655635356903,0.9614999294281006,0.9597210362553596,0.9542483687400818,0.9651937037706375
97,0.10956933349370956,0.9619009494781494,0.960169468075037,0.9548425674438477,0.9654963687062263
98,0.10868615657091141,0.9610989093780518,0.9591268673539162,0.9530600309371948,0.9651937037706375
99,0.10815790295600891,0.9625025391578674,0.9597489163279533,0.951277494430542,0.9682203382253647
100,0.10134553164243698,0.9631040692329407,0.9603486498817801,0.9518716335296631,0.9688256662338972
